ano,id_municipio_6,nome_municipio,grupo_renda,tae_creche_capped,tel_creche_capped,tae_pre_capped,tel_pre_capped,Total_mulheres,log_emp_mulher,Total_emp,Total_mulheres_negras,rem_med_mulheres_negras,pib_per_capita
2018,230420,Crato,Maior Dinamismo Econômico,36.25932300631096,22.08835341365462,85.08997429305913,58.79878476279504,8940,9.098402718735318,18433,4068,1355.824440265487,10487.828456596535
2019,230420,Crato,Maior Dinamismo Econômico,36.11142824523348,21.93172736613769,86.69849931787176,57.41246020918599,8739,9.07566546864958,18011,3930,1325.858180661578,13317.181717036397
2007,230423,Croatá,Menor Dinamismo Econômico,18.09290953545232,10.4319478402608,100.0,68.63033873343151,247,5.5134287461649825,410,5,1052.965,2649.361898712248
2008,230423,Croatá,Menor Dinamismo Econômico,18.632478632478637,9.743589743589745,98.11866859623734,70.18813314037627,278,5.631211781821365,460,7,2223.256228571429,3388.879658858061
2009,230423,Croatá,Menor Dinamismo Econômico,19.527702089009992,9.71843778383288,95.07462686567165,66.4179104477612,530,6.274762021241939,871,6,1580.6736,3284.0074536884795
2010,230423,Croatá,Menor Dinamismo Econômico,19.305019305019304,11.003861003861005,94.69453376205789,68.32797427652733,479,6.173786103901937,811,12,1351.7961,3992.852539691839
2011,230423,Croatá,Menor Dinamismo Econômico,26.65995975855131,16.498993963782695,100.0,71.0951526032316,456,6.124683390894205,794,179,1520.209774301676,4663.230840903797
2012,230423,Croatá,Menor Dinamismo Econômico,25.240641711229944,10.37433155080214,95.98540145985402,58.75912408759124,379,5.940171252720432,640,127,1586.970437795276,4370.426123205188
2013,230423,Croatá,Menor Dinamismo Econômico,18.83561643835617,4.5662100456621,97.61029411764706,63.60294117647059,468,6.150602768446279,801,127,1659.201181102362,5332.346747111389
2014,230423,Croatá,Menor Dinamismo Econômico,23.190045248868778,10.633484162895927,100.0,72.1311475409836,438,6.0844994130751715,779,121,1607.603672727273,5697.507082152974
2015,230423,Croatá,Menor Dinamismo Econômico,25.692137320044296,12.73532668881506,100.0,74.44444444444444,404,6.003887067106539,699,115,1645.232223478261,5686.710288808665
2016,230423,Croatá,Menor Dinamismo Econômico,32.531500572737684,15.120274914089348,95.07829977628636,63.758389261744966,417,6.035481432524756,704,20,1268.89455,6535.276935175823
2017,230423,Croatá,Menor Dinamismo Econômico,36.56542056074766,18.22429906542056,100.0,66.66666666666666,486,6.18826412308259,812,18,1541.9352,7358.453619782925
2018,230423,Croatá,Menor Dinamismo Econômico,37.61792452830189,18.04245283018868,100.0,67.04805491990847,475,6.16541785423142,819,26,1417.212461538462,7895.68745137268
2019,230423,Croatá,Menor Dinamismo Econômico,36.59378596087457,15.18987341772152,99.16142557651992,65.82809224318659,462,6.137727054086234,792,31,1248.955161290323,9926.147373083099
2007,230425,Cruz,Maior Dinamismo Econômico,21.512309495896837,10.961313012895662,100.0,68.12933025404158,744,6.61338421837956,1159,26,754.7077576923077,2817.648121387283
2008,230425,Cruz,Maior Dinamismo Econômico,22.81672816728167,10.57810578105781,100.0,68.5456595264938,812,6.70073110954781,1264,43,756.6747534883722,3438.340227507756
2009,230425,Cruz,Maior Dinamismo Econômico,25.67994939911448,12.83997469955724,100.0,69.78818283166109,979,6.887552571664617,1526,45,926.9063466666666,3552.803738317757
2010,230425,Cruz,Maior Dinamismo Econômico,30.78418664938432,18.729747245625404,100.0,72.78177458033574,1006,6.914730892718563,1555,37,1022.921162162162,4121.402197606655
2011,230425,Cruz,Maior Dinamismo Econômico,32.075471698113205,17.99191374663073,100.0,66.25463535228677,795,6.679599185844383,1368,47,1016.559968085106,4618.9720532487
2012,230425,Cruz,Maior Dinamismo Econômico,35.9364201796821,19.69592259847961,95.07575757575758,59.34343434343434,602,6.401917196727186,1005,65,1117.547089230769,4934.679075457683
2013,230425,Cruz,Maior Dinamismo Econômico,38.302425106990015,22.39657631954351,100.0,63.21243523316063,805,6.692083742506628,1430,96,1378.38925,5346.384509938314
2014,230425,Cruz,Maior Dinamismo Econômico,39.8989898989899,22.005772005772005,100.0,69.90679094540613,751,6.62273632394984,1321,107,1326.459734579439,6097.72901250319
2015,230425,Cruz,Maior Dinamismo Econômico,39.631988676574665,22.22222222222222,100.0,69.66292134831461,786,6.668228248417403,1391,126,1336.004027777778,7305.90868775605
2016,230425,Cruz,Maior Dinamismo Econômico,43.45198119543318,24.51309603760913,100.0,69.25287356321839,747,6.617402977974478,1406,150,1317.588286666667,8012.126043720891
2017,230425,Cruz,Maior Dinamismo Econômico,40.70967741935484,22.516129032258064,100.0,70.28985507246377,782,6.663132695990803,1497,162,1390.736933333333,9584.45565608973
2018,230425,Cruz,Maior Dinamismo Econômico,41.01654846335697,25.413711583924343,100.0,74.63768115942028,838,6.732210706467206,1582,230,1322.487097826087,9480.087853798019
2019,230425,Cruz,Maior Dinamismo Econômico,45.071982281284605,25.91362126245847,100.0,71.23098201936376,877,6.777646593635117,1734,285,1329.194421052632,11507.511982921818
2007,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,0.0,0.0,100.0,92.85714285714286,366,5.905361848054571,557,0,,2676.438296003513
2008,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,0.0,0.0,100.0,89.87341772151899,349,5.857933154483459,532,0,,3664.0723601177956
2009,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,0.0,0.0,100.0,79.6812749003984,391,5.971261839790462,604,2,613.8,3618.5127405096205
2010,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,0.0,0.0,100.0,83.6,306,5.726847747587197,506,6,785.8439999999999,3954.7003848268278
2011,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,11.752577319587628,1.855670103092784,88.70967741935483,66.93548387096774,402,5.998936561946683,644,32,857.3549218750001,4747.07618318942
2012,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,0.0,0.0,100.0,82.39999999999999,317,5.762051382780177,503,12,1377.741866666667,4324.894056285993
2013,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,24.688279301745634,6.234413965087282,86.92307692307692,56.15384615384615,350,5.860786223465865,555,24,1068.277,5068.696581196581
2014,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,23.684210526315788,7.368421052631578,100.0,65.71428571428571,321,5.7745515455444085,509,33,1108.2504,6093.374454961183
2015,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,19.327731092436977,5.88235294117647,100.0,70.66666666666667,305,5.723585101952381,497,18,992.348272222222,6353.663701821262
2016,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,21.20343839541547,12.034383954154729,100.0,78.32512315270937,275,5.62040086571715,442,24,1266.519833333334,6880.206685648001
2017,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,30.681818181818183,22.443181818181817,100.0,74.43181818181817,310,5.739792912179234,503,39,1430.336215384616,7019.010608129398
2018,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,31.179775280898877,19.382022471910112,94.35028248587572,67.2316384180791,332,5.808142489980444,554,26,1162.129096153846,6651.12154407929
2019,230426,Deputado Irapuan Pinheiro,Menor Dinamismo Econômico,34.463276836158194,20.62146892655367,81.76795580110497,65.74585635359117,340,5.831882477283517,588,19,1213.744736842105,7642.285714285715
2007,230427,Ererê,Menor Dinamismo Econômico,43.17343173431734,19.18819188191882,100.0,100.0,387,5.961005339623274,518,0,,2658.5823588855205
2008,230427,Ererê,Menor Dinamismo Econômico,36.69064748201439,20.863309352517987,100.0,100.0,424,6.052089168924417,578,0,,3239.5747031206847
2009,230427,Ererê,Menor Dinamismo Econômico,46.30350194552529,28.01556420233463,100.0,82.3076923076923,442,6.093569770045136,591,1,818.4,3471.494817239498
2010,230427,Ererê,Menor Dinamismo Econômico,61.70212765957447,35.74468085106383,100.0,79.86111111111111,437,6.082218910376446,575,0,,3862.4269005847955
2011,230427,Ererê,Menor Dinamismo Econômico,59.79381443298969,34.5360824742268,100.0,77.30496453900709,414,6.028278520230698,554,1,1028.35,4316.523761081238
2012,230427,Ererê,Menor Dinamismo Econômico,79.56989247311827,48.38709677419355,100.0,82.83582089552239,417,6.035481432524756,576,2,1000.073,4505.05634209766
2013,230427,Ererê,Menor Dinamismo Econômico,80.68181818181817,49.43181818181818,100.0,94.82758620689656,392,5.973809611869261,531,1,975.562,5082.374662689959
2014,230427,Ererê,Menor Dinamismo Econômico,68.88888888888889,44.44444444444444,100.0,100.0,380,5.942799375126701,517,1,956.5512,6061.5014845185915
2015,230427,Ererê,Menor Dinamismo Econômico,77.45664739884393,50.86705202312138,100.0,100.0,356,5.877735781779639,520,3,966.5616333333332,6479.870495495496
2016,230427,Ererê,Menor Dinamismo Econômico,100.0,73.57142857142858,100.0,100.0,362,5.8944028342648505,531,4,992.86275,7199.747687132044
2017,230427,Ererê,Menor Dinamismo Econômico,100.0,92.92035398230088,100.0,100.0,376,5.932245187448011,583,2,1094.8122,7303.504118386151
2018,230427,Ererê,Menor Dinamismo Econômico,100.0,100.0,100.0,100.0,311,5.7430031878094825,508,3,1046.5385,7239.0791845791155
2019,230427,Ererê,Menor Dinamismo Econômico,100.0,100.0,100.0,100.0,296,5.6937321388027,456,23,1374.083043478261,7978.466240622395
2007,230428,Eusébio,Maior Dinamismo Econômico,14.915478952601925,11.89923765329798,100.0,100.0,6730,8.814479000010714,25891,3890,1327.315206606684,21818.088978501662
2008,230428,Eusébio,Maior Dinamismo Econômico,13.546954314720812,11.833756345177664,100.0,100.0,7013,8.855663430700124,28296,4020,1343.551032636816,25155.419779349922
2009,230428,Eusébio,Maior Dinamismo Econômico,26.033834586466163,20.676691729323306,100.0,97.38145789101203,8288,9.022684613591526,31274,4946,1470.69113238981,28656.64415232285
2010,230428,Eusébio,Maior Dinamismo Econômico,18.879148403256103,14.1202254226675,100.0,88.69795109054857,9012,9.10642325855641,34212,5475,1512.97874513242,30501.40116872678
2011,230428,Eusébio,Maior Dinamismo Econômico,17.62680025046963,12.210394489668127,100.0,87.21945137157108,9926,9.203013596589722,36668,6090,1530.983373152709,33917.11497161326
2012,230428,Eusébio,Maior Dinamismo Econômico,27.57668711656442,19.41717791411043,100.0,81.81818181818183,9601,9.169726689090886,34869,5496,1779.830262081514,34542.74581709833
2013,230428,Eusébio,Maior Dinamismo Econômico,28.890799656061912,18.77328747492118,100.0,84.1309823677582,10436,9.253112463820052,35937,6112,1873.059697643979,41892.002830856334
2014,230428,Eusébio,Maior Dinamismo Econômico,25.11222603644045,22.973329812516504,100.0,100.0,11581,9.357207447785735,40880,6793,1839.399730722803,50549.37584479606
2015,230428,Eusébio,Maior Dinamismo Econômico,22.53787878787879,21.21212121212121,100.0,100.0,10719,9.279866434624793,40411,6235,1775.011941603849,53283.255422770744
2016,230428,Eusébio,Maior Dinamismo Econômico,37.62527233115468,25.947712418300657,87.09677419354838,74.7800586510264,11438,9.344783848525674,38316,6767,1747.739164622433,59327.27833105388
2017,230428,Eusébio,Maior Dinamismo Econômico,43.52384868421053,30.509868421052637,89.90971853425384,71.64099840679766,11794,9.375430991841775,38855,6898,1857.462056538127,56139.59405320219
2018,230428,Eusébio,Maior Dinamismo Econômico,46.136953483729286,32.0223597524456,100.0,68.05955811719501,12209,9.41001056710475,37702,7355,1880.91687042828,46787.91603630863
2019,230428,Eusébio,Maior Dinamismo Econômico,50.89375376581643,34.806185981120706,100.0,65.99743699273814,12259,9.414097209490203,39225,7557,1826.044884213312,59463.18400537133
2007,230430,Farias Brito,Maior Dinamismo Econômico,1.195219123505976,0.5577689243027889,100.0,82.63386396526772,686,6.532334292222349,1013,14,787.7129428571428,2638.900436499688
2008,230430,Farias Brito,Maior Dinamismo Econômico,1.1102299762093577,0.7137192704203014,100.0,83.78378378378379,628,6.444131256700441,942,18,1019.758666666667,3233.656727789912
2009,230430,Farias Brito,Maior Dinamismo Econômico,26.220016542597183,14.061207609594709,100.0,69.20863309352518,656,6.48768401848461,1034,26,1159.455507692308,3388.88038765621
2010,230430,Farias Brito,Maior Dinamismo Econômico,21.97273456295108,12.590216519647154,100.0,84.8,761,6.635946555686647,1203,53,1035.342626415094,3961.7509338664704
2011,230430,Farias Brito,Maior Dinamismo Econômico,20.494417862838915,10.925039872408291,100.0,84.28571428571429,741,6.60934924316738,1190,49,1259.896163265306,4769.0032222280915
2012,230430,Farias Brito,Maior Dinamismo Econômico,26.91983122362869,15.864978902953586,100.0,73.89937106918238,636,6.456769655572163,969,12,1136.7362,4902.592926454213
2013,230430,Farias Brito,Maior Dinamismo Econômico,32.75412684622068,20.156385751520418,100.0,66.56394453004623,666,6.502790045915623,1052,23,1645.12052173913,5440.231396266106
2014,230430,Farias Brito,Maior Dinamismo Econômico,29.63636363636364,17.09090909090909,100.0,69.39443535188215,647,6.473890696352274,1034,22,1763.6496,10422.453398109521
2015,230430,Farias Brito,Maior Dinamismo Econômico,35.60399636693914,21.707538601271573,99.17355371900828,68.09917355371901,698,6.54965074223381,1139,46,1487.373756521739,7272.626053761731
2016,230430,Farias Brito,Maior Dinamismo Econômico,40.0,21.73076923076923,96.34146341463416,58.71080139372822,667,6.504288173536645,1087,31,1597.306096774194,6951.248070679653
2017,230430,Farias Brito,Maior Dinamismo Econômico,36.92003948667325,21.02665350444225,100.0,62.45421245421245,682,6.52649485957079,1161,34,1433.5596,10405.181623931623
2018,230430,Farias Brito,Maior Dinamismo Econômico,36.2669245647969,19.63249516441006,100.0,65.5893536121673,704,6.558197802812269,1146,40,2635.1059875,8445.344772799492
2019,230430,Farias Brito,Maior Dinamismo Econômico,40.82246740220662,19.45837512537613,87.02702702702703,54.23423423423424,711,6.568077911411976,1173,73,2077.511095890411,9689.151670951156
2007,230435,Forquilha,Menor Dinamismo Econômico,16.079734219269103,8.172757475083056,83.56741573033707,59.8314606741573,961,6.8690144506657065,1617,60,914.9622316666666,3042.7629948961894
2008,230435,Forquilha,Menor Dinamismo Econômico,26.380368098159508,7.361963190184049,66.13333333333333,42.53333333333333,895,6.79794041297493,1465,54,1329.819111111111,3368.718504215137
2009,230435,Forquilha,Menor Dinamismo Econômico,13.915416098226466,9.208731241473398,95.0,78.8157894736842,988,6.8966943316227125,1670,205,908.3155668292684,3715.4034909023567
2010,230435,Forquilha,Menor Dinamismo Econômico,0.0,0.0,100.0,88.8283378746594,832,6.725033642166843,1495,130,945.36502,4198.3842834848065
2011,230435,Forquilha,Menor Dinamismo Econômico,0.0,0.0,100.0,86.57718120805369,1037,6.945051063725834,1784,383,909.4416433420366,4596.988605534455
2012,230435,Forquilha,Menor Dinamismo Econômico,17.223065250379364,9.180576631259484,100.0,78.30832196452933,632,6.450470422144176,1263,74,1114.1446,4711.7450412302205
2013,230435,Forquilha,Menor Dinamismo Econômico,23.914759273875298,11.128650355169691,98.75173370319,71.56726768377254,676,6.517671272912275,1430,115,1159.32332173913,5041.481867988521
2014,230435,Forquilha,Menor Dinamismo Econômico,25.11811023622047,13.622047244094489,98.38235294117646,74.41176470588235,735,6.601230118728877,1591,100,1094.5539,5876.009623646674
2015,230435,Forquilha,Menor Dinamismo Econômico,34.48858833474218,20.794590025359252,100.0,71.16279069767441,732,6.597145701886651,1531,91,1105.795207692308,6445.931022765885
2016,230435,Forquilha,Menor Dinamismo Econômico,30.14899211218229,20.15775635407537,100.0,76.8025078369906,683,6.52795791762255,1510,83,1203.944963855422,7521.19658837864
2017,230435,Forquilha,Menor Dinamismo Econômico,47.24480578139115,30.713640469738028,90.9967845659164,64.63022508038586,757,6.630683385642372,1871,125,1300.1923872,8683.619578325779
2018,230435,Forquilha,Menor Dinamismo Econômico,48.76106194690266,31.76991150442478,87.65822784810126,68.0379746835443,772,6.650279048587422,1919,130,1327.935807692308,7858.165418511317
2019,230435,Forquilha,Menor Dinamismo Econômico,38.58202802967848,24.48474855729596,100.0,83.42245989304813,846,6.741700694652055,2158,197,1267.566954314721,9333.512263605582
2007,230440,Fortaleza,Maior Dinamismo Econômico,12.545387603788436,8.617296803189193,71.81569140403268,50.45040598237863,239959,12.38822752176703,560475,103673,1260.50149292487,9888.309482338474
2008,230440,Fortaleza,Maior Dinamismo Econômico,13.224202397625504,9.147853572667582,75.56199881109804,53.37563236239673,269679,12.504991349907943,614690,116707,1229.853126650501,11303.627809351014
2009,230440,Fortaleza,Maior Dinamismo Econômico,15.161896127444631,10.794586193498253,79.50097416881403,56.38237697190623,285782,12.562988060553417,660745,129203,1297.936738187194,12795.212392319138
2010,230440,Fortaleza,Maior Dinamismo Econômico,16.096096891957252,10.540578144980156,76.43163176320412,53.51920427688536,309905,12.644024304672637,725525,147792,1343.620802400671,15089.330943627825
2011,230440,Fortaleza,Maior Dinamismo Econômico,16.724946751687025,10.679521461890133,76.34943637226361,51.94608666658117,325530,12.69321297419114,767017,161611,1400.64446760369,16714.344204872104
2012,230440,Fortaleza,Maior Dinamismo Econômico,20.35146633843519,12.48461414963074,78.21928368896263,52.97461159530125,341113,12.739972011246673,800045,175606,1497.217524872726,18308.750840934743
2013,230440,Fortaleza,Maior Dinamismo Econômico,21.77513200820637,13.334678639895069,77.7376607406826,51.915806548670254,338800,12.733168193349542,806143,180366,1559.027590743267,19499.43020746875
2014,230440,Fortaleza,Maior Dinamismo Econômico,24.408913760367746,15.124746011125543,79.76209677419355,52.03763440860215,359274,12.791843390942448,838280,194884,1610.171146784754,21819.173092535624
2015,230440,Fortaleza,Maior Dinamismo Econômico,24.773513207894496,15.575322472486292,76.32967979963914,50.6247811919317,358271,12.78904775343507,823674,189512,1605.824800083372,22079.13898952913
2016,230440,Fortaleza,Maior Dinamismo Econômico,24.213712330569813,15.031583103039877,75.14516300873642,50.15182186234818,339587,12.735488397105962,773033,182450,1644.959710589203,23024.727978063514
2017,230440,Fortaleza,Maior Dinamismo Econômico,24.97827174800495,15.331586294082014,76.3451121654861,49.80577695936773,339144,12.734183023526349,773125,179060,1754.251922131129,23441.586659775403
2018,230440,Fortaleza,Maior Dinamismo Econômico,27.2810572922937,16.56634161349439,76.19206313235667,49.8073769945479,334082,12.719144744081095,768412,182089,1753.458350194136,25113.544818172497
2019,230440,Fortaleza,Maior Dinamismo Econômico,28.559799667492182,16.793024234438704,76.33289150269601,49.56567619390789,335261,12.722667594686774,781416,186258,1712.351894898474,25250.2039828542
2007,230445,Fortim,Maior Dinamismo Econômico,0.0,0.0,100.0,100.0,471,6.156978985585555,878,22,805.4828545454545,3648.877202956225
2008,230445,Fortim,Maior Dinamismo Econômico,1.1961722488038278,1.1961722488038278,100.0,100.0,334,5.814130531825066,571,30,802.7950666666667,4116.357504215852
2009,230445,Fortim,Maior Dinamismo Econômico,0.0,0.0,100.0,96.42105263157896,623,6.436150368369428,1105,41,920.2516292682926,4542.894998343822
2010,230445,Fortim,Maior Dinamismo Econômico,15.194805194805197,5.0649350649350655,100.0,80.18223234624145,567,6.342121418721152,1021,46,957.285552173913,5039.279206317068
2011,230445,Fortim,Maior Dinamismo Econômico,25.517241379310345,8.137931034482758,100.0,76.48514851485149,715,6.573680166960646,1250,94,1288.064243617021,6138.208677136013
2012,230445,Fortim,Maior Dinamismo Econômico,30.94890510948905,8.321167883211679,100.0,64.98740554156171,327,5.793013608384144,604,59,1085.834610169491,6567.18965404057
2013,230445,Fortim,Maior Dinamismo Econômico,24.924012158054712,5.927051671732523,100.0,68.04123711340206,653,6.483107351457199,1150,123,1101.320357723577,7527.206306479523
2014,230445,Fortim,Maior Dinamismo Econômico,29.72136222910217,8.513931888544892,100.0,64.07506702412869,663,6.498282149476434,1191,181,1326.732145856354,8281.984665103606
2015,230445,Fortim,Maior Dinamismo Econômico,27.88732394366197,11.267605633802818,100.0,71.51335311572701,712,6.569481420414296,1286,180,1275.953898333333,8873.11140367375
2016,230445,Fortim,Maior Dinamismo Econômico,25.172890733056708,8.71369294605809,100.0,74.35897435897436,388,5.963579343618446,762,121,1118.243454545455,8748.681352776915
2017,230445,Fortim,Maior Dinamismo Econômico,28.68421052631579,11.973684210526317,100.0,74.14330218068535,469,6.152732694704104,917,124,1148.681816129032,9686.393805309735
2018,230445,Fortim,Maior Dinamismo Econômico,30.440414507772022,11.398963730569948,100.0,69.16167664670658,499,6.214608098422191,1025,156,1266.852125,9904.566852112246
2019,230445,Fortim,Maior Dinamismo Econômico,33.15719947159842,11.624834874504623,100.0,67.60925449871465,574,6.354370040797351,1311,201,1339.975870646766,12461.043689320388
2007,230450,Frecheirinha,Maior Dinamismo Econômico,22.641509433962263,11.431742508324083,100.0,71.24735729386892,626,6.440946540632921,913,54,749.1804203703704,2953.078721745908
2008,230450,Frecheirinha,Maior Dinamismo Econômico,21.005586592178773,11.06145251396648,100.0,70.2355460385439,623,6.436150368369428,944,56,845.6140571428572,3532.8254537306743
2009,230450,Frecheirinha,Maior Dinamismo Econômico,22.99771167048055,10.869565217391305,99.7872340425532,68.51063829787233,649,6.476972362889683,990,84,879.4696952380953,3960.404816429046
2010,230450,Frecheirinha,Maior Dinamismo Econômico,23.050058207217692,14.78463329452852,100.0,82.90993071593533,812,6.70073110954781,1341,167,908.5212802395208,4990.2240012316215
2011,230450,Frecheirinha,Maior Dinamismo Econômico,26.52582159624413,13.615023474178404,100.0,73.31786542923435,906,6.810142450115136,1474,192,953.5764604166668,5780.122324159021
2012,230450,Frecheirinha,Maior Dinamismo Econômico,26.378896882494008,10.071942446043163,100.0,68.83116883116884,1205,7.095064377287131,2016,375,990.9229888,5825.776562618668
2013,230450,Frecheirinha,Maior Dinamismo Econômico,28.65232163080408,11.89127972819932,99.32279909706546,65.01128668171557,1538,7.338888133838879,2679,522,1043.042134099617,7791.150574541113
2014,230450,Frecheirinha,Maior Dinamismo Econômico,29.52380952380953,15.026455026455029,100.0,68.76574307304786,1553,7.348587530927593,2707,635,1061.476586456693,11720.552215542195
2015,230450,Frecheirinha,Maior Dinamismo Econômico,32.793959007551244,15.426105717367852,100.0,66.50366748166259,1536,7.337587743538596,2808,636,1074.087806761006,14077.837678162618
2016,230450,Frecheirinha,Maior Dinamismo Econômico,32.23322332233224,16.061606160616062,100.0,76.65903890160183,1486,7.304515946460155,2664,628,1161.717356687898,16110.539467881817
2017,230450,Frecheirinha,Maior Dinamismo Econômico,38.80266075388026,21.06430155210643,100.0,67.51054852320675,1561,7.3537223303996315,2795,645,1221.916638139535,18300.899846367694
2018,230450,Frecheirinha,Maior Dinamismo Econômico,41.85792349726776,20.87431693989071,100.0,68.11023622047244,2085,7.643003635560718,3883,786,1185.668696564886,18669.4286960314
2019,230450,Frecheirinha,Maior Dinamismo Econômico,35.264227642276424,17.378048780487802,100.0,76.60044150110376,1531,7.3343293503005365,2837,761,1177.549750328515,19072.12905059693
2007,230460,General Sampaio,Menor Dinamismo Econômico,42.99287410926366,28.028503562945367,100.0,85.96491228070175,407,6.0112671744041615,778,45,1455.04594,2681.3455657492354
2008,230460,General Sampaio,Menor Dinamismo Econômico,46.478873239436616,31.690140845070424,100.0,85.3211009174312,259,5.560681631015528,437,1,774.0696,3486.2162980914873
2009,230460,General Sampaio,Menor Dinamismo Econômico,39.436619718309856,26.05633802816901,100.0,87.33031674208145,314,5.752572638825633,507,2,814.7303999999999,3791.7042380522994
2010,230460,General Sampaio,Menor Dinamismo Econômico,37.17948717948718,22.863247863247864,100.0,97.2222222222222,303,5.717027701406222,514,2,870.1055999999999,4558.378899967835
2011,230460,General Sampaio,Menor Dinamismo Econômico,38.46153846153847,21.581196581196583,100.0,90.0,342,5.8377304471659395,570,6,1296.354233333333,5272.6985131287565
2012,230460,General Sampaio,Menor Dinamismo Econômico,40.0,23.146067415730336,100.0,77.64227642276423,300,5.707110264748875,511,12,1330.703766666667,5214.852872489491
2013,230460,General Sampaio,Menor Dinamismo Econômico,39.27710843373495,21.927710843373493,100.0,72.12389380530973,347,5.8522024797744745,601,14,1342.822,5734.031254741314
2014,230460,General Sampaio,Menor Dinamismo Econômico,56.73575129533679,38.60103626943005,99.54954954954955,70.27027027027027,339,5.8289456176102075,611,13,1215.760615384615,6548.884563557419
2015,230460,General Sampaio,Menor Dinamismo Econômico,68.20809248554913,37.861271676300575,78.099173553719,61.57024793388429,392,5.973809611869261,660,12,922.8886333333332,6751.441667898862
2016,230460,General Sampaio,Menor Dinamismo Econômico,55.48961424332344,32.640949554896146,93.7219730941704,76.68161434977578,317,5.762051382780177,554,9,924.4363333333334,6445.288531775018
2017,230460,General Sampaio,Menor Dinamismo Econômico,48.641304347826086,34.23913043478261,100.0,86.1271676300578,352,5.8664680569332965,697,8,1486.5633,7667.581623808148
2018,230460,General Sampaio,Menor Dinamismo Econômico,50.62344139650873,35.16209476309227,100.0,74.23312883435584,311,5.7430031878094825,628,16,1320.50296875,8460.753306497987
2019,230460,General Sampaio,Menor Dinamismo Econômico,52.12264150943396,35.613207547169814,100.0,77.45664739884393,339,5.8289456176102075,596,16,1184.480625,9136.650039380414
2007,230470,Granja,Menor Dinamismo Econômico,5.0,4.371428571428571,100.0,80.6282722513089,1669,7.4205789054108005,2347,46,787.8818,2358.5683719120793
2008,230470,Granja,Menor Dinamismo Econômico,6.188831318364997,5.296488198042602,100.0,80.40064970221982,1634,7.399398083331354,2377,55,802.7555345454546,2778.1849455932393
2009,230470,Granja,Menor Dinamismo Econômico,9.561034275405891,7.09561034275406,100.0,76.66494579246258,1731,7.4570320891223805,2577,44,819.9612,2970.8629893238435
2010,230470,Granja,Menor Dinamismo Econômico,10.43051141288645,7.021092169893095,100.0,96.11594202898551,1897,7.5485559791698735,2906,64,934.619425,3514.882704910248
2011,230470,Granja,Menor Dinamismo Econômico,24.0,17.080291970802918,100.0,98.40051183621242,1988,7.5953872788539725,3149,69,989.208079710145,3853.4745227198746
2012,230470,Granja,Menor Dinamismo Econômico,25.244798041615667,15.238678090575275,100.0,75.24299599771298,1794,7.492760300922379,2874,77,1041.020851948052,3817.1641791044776
2013,230470,Granja,Menor Dinamismo Econômico,26.925566343042075,15.728155339805824,100.0,74.30516165626773,912,6.816735880594968,1571,85,1247.006188235294,4531.486853186114
2014,230470,Granja,Menor Dinamismo Econômico,32.07927443735304,18.67651998656365,100.0,74.12383177570094,867,6.7661917146603505,1595,119,1257.300554621849,5297.585782944004
2015,230470,Granja,Menor Dinamismo Econômico,34.89687292082502,20.924817032601464,100.0,72.3826714801444,1784,7.487173694213739,3571,475,1463.153627157895,6019.399829370525
2016,230470,Granja,Menor Dinamismo Econômico,43.46372450685389,27.816783684386493,100.0,71.0796915167095,1083,6.988413181999592,1970,150,1190.221193333334,6920.363461751561
2017,230470,Granja,Menor Dinamismo Econômico,36.9215938303342,21.72236503856041,100.0,74.78991596638656,1131,7.0317412587631285,2052,115,1231.26019826087,6763.450749563138
2018,230470,Granja,Menor Dinamismo Econômico,40.836408364083645,24.692496924969248,100.0,71.21745249824068,1172,7.067319848653476,2131,132,1286.411238636364,6866.706864733505
2019,230470,Granja,Menor Dinamismo Econômico,44.05833074775054,25.504188644120383,100.0,65.90621039290241,1378,7.229113877793302,2369,142,1248.96838028169,7210.363848907723
2007,230480,Granjeiro,Menor Dinamismo Econômico,52.87356321839081,36.39846743295019,100.0,100.0,126,4.844187086458591,182,0,,3007.503548975867
2008,230480,Granjeiro,Menor Dinamismo Econômico,45.78754578754579,30.76923076923077,100.0,91.11111111111111,118,4.77912349311153,174,0,,4010.1371496720335
2009,230480,Granjeiro,Menor Dinamismo Econômico,54.44444444444444,38.14814814814815,100.0,87.31343283582089,117,4.770684624465665,172,0,,4135.227045409082
2010,230480,Granjeiro,Menor Dinamismo Econômico,49.0272373540856,33.07392996108949,100.0,91.48936170212764,128,4.859812404361672,187,0,,4103.0460142579395
2011,230480,Granjeiro,Menor Dinamismo Econômico,51.07913669064749,34.89208633093525,100.0,96.06299212598424,163,5.099866427824199,234,9,1196.333022222222,4693.833079102201
